,DRUG_ID,drug_name,synonyms,pathway_name,targets,pubchem_id,smiles_x,isosmiles_x,Unnamed: 0.1,cid,smiles_y,isosmiles_y,atom_f,atom_pad,valid_lens
91,1378,Bleomycin (50 uM),-,DNA replication,dsDNA break induction,5460769,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1cnc[nH]1,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)O[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,81,5460769,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1cnc[nH]1,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)O[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,"[[ 0.09588856 -0.33096856  0.25038695 ...  0.31004697 -0.08992501
   0.5069293 ]
 [-0.20344621  0.05972527  0.3474625  ...  0.03277622 -0.20632388
   0.49828303]
 [-0.3027887   0.18024188  0.35263315 ...  0.1218003  -0.27565876
   0.60097784]
 ...
 [-0.04154046  0.34298474  0.1624453  ...  0.16302446 -0.16319978
   0.4453201 ]
 [-0.18622714  0.29621267  0.12657131 ...  0.14452758 -0.26718125
   0.4698751 ]
 [-0.22032277  0.3288199   0.14190756 ...  0.17965445  0.07175253
   0.4287071 ]]","[[ 0.09588856 -0.33096856  0.25038695 ...  0.31004697 -0.08992501
   0.5069293 ]
 [-0.20344621  0.05972527  0.3474625  ...  0.03277622 -0.20632388
   0.49828303]
 [-0.3027887   0.18024188  0.35263315 ...  0.1218003  -0.27565876
   0.60097784]
 ...
 [-0.04154046  0.34298474  0.1624453  ...  0.16302446 -0.16319978
   0.4453201 ]
 [-0.18622714  0.29621267  0.12657131 ...  0.14452758 -0.26718125
   0.4698751 ]
 [-0.22032277  0.3288199   0.14190756 ...  0.17965445  0.07175253
   0.4287071 ]]",96
92,1494,SN-38,"7-Ethyl-10-Hydroxy-Camptothecin, SN 38",DNA replication,TOP1,104842,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)O,165,104842,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)O,"[[ 0.32160258 -0.53665644  0.530864   ... -0.21923451  0.157292
   0.43033725]
 [ 0.00729483 -0.41104248 -0.790066   ... -0.34289128  0.75646895
   0.06250137]
 [ 0.01160713 -0.7484549   0.28423002 ... -0.1363388  -0.03028016
   0.30764645]
 ...
 [ 0.40641505 -0.39665586 -0.34966534 ... -0.52728236  0.16410294
   0.7210839 ]
 [ 0.19058825 -0.343769   -0.88589436 ... -0.24426195  0.9350819
   0.18624258]
 [-0.01095223 -0.8586104   0.4413998  ... -0.22939336  0.04482926
   0.26459926]]","[[ 0.32160258 -0.53665644  0.530864   ... -0.21923451  0.157292
   0.43033725]
 [ 0.00729483 -0.41104248 -0.790066   ... -0.34289128  0.75646895
   0.06250137]
 [ 0.01160713 -0.7484549   0.28423002 ... -0.1363388  -0.03028016
   0.30764645]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",29
93,1502,Bicalutamide,"ICI-176334, Casodex, Cosudex, ICI 176334",Hormone-related,AR,2375,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,42,2375,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,"[[ 0.02540863 -0.46431807  0.4874056  ... -0.10743873  0.12495109
   0.515902  ]
 [ 0.10022373 -0.14805341  0.4209025  ... -0.34835452 -0.3573797
  -0.2644859 ]
 [ 0.11188714 -0.48617262 -0.18490466 ... -0.7141253   0.05099826
   0.3855332 ]
 ...
 [ 0.571817   -0.25544918 -0.4611974  ... -0.3342468  -1.0756991
   0.09887096]
 [ 0.6080925  -0.23386103 -0.5561199  ... -0.3756133  -1.0856332
   0.05514508]
 [ 0.04117047 -0.08697159  0.06124761 ... -0.165404   -0.25240368
   0.03340161]]","[[ 0.02540863 -0.46431807  0.4874056  ... -0.10743873  0.12495109
   0.515902  ]
 [ 0.10022373 -0.14805341  0.4209025  ... -0.34835452 -0.3573797
  -0.2644859 ]
 [ 0.11188714 -0.48617262 -0.18490466 ... -0.7141253   0.05099826
   0.3855332 ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",29
94,1507,Ruxolitinib,"INCB-18424, Ruxolitinib Phosphate, Jakafi","Other, kinases","JAK1, JAK2",25126798,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,166,25126798,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,"[[-0.6186786   0.04360966  0.8938851  ...  0.2674981  -0.789527
  -0.47583988]
 [-0.64138347  0.27396727  0.9549216  ...  0.34046832 -0.81417876
  -0.5825721 ]
 [ 0.06460682  0.01726882 -1.1767372  ... -0.29596838  0.00969557
   0.00843396]
 ...
 [ 0.21929729 -0.40261015  0.00390494 ... -0.15650657 -0.15901354
   0.21057236]
 [ 0.05027181  0.09441274  0.18116891 ... -0.2930892  -0.41804087
  -0.16627918]
 [ 0.4485843  -0.05901182 -0.4484392  ...  0.03966921 -0.05934903
   0.16380572]]","[[-0.6186786   0.04360966  0.8938851  ...  0.2674981  -0.789527
  -0.47583988]
 [-0.64138347  0.27396727  0.9549216  ...  0.34046832 -0.81417876
  -0.5825721 ]
 [ 0.06460682  0.01726882 -1.1767372  ... -0.29596838  0.00969557
   0.00843396]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",23
95,1510,Linsitinib,"OSI-906, ASP-7487",IGF1R signaling,IGF1R,11640390,CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1,CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O,167,11640390,CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1,CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O,"[[ 0.19442889 -0.46158648  0.5829351  ...  0.00198711  0.43784848
   0.32385352]
 [ 0.5189158  -0.09059152  0.31688097 ... -0.11054893  0.35661596
  -0.24214026]
 [ 0.49345067 -0.42200777 -0.02937018 ... -0.13071637 -0.0607437
   0.3612542 ]
 ...
 [ 0.29214534  0.01600743 -0.04445143 ... -0.14143509  0.02376203
   0.02629121]
 [ 0.30943695 -0.5175052   0.2787626  ... -0.04036956  0.31719136
   0.7276233 ]
 [ 0.21321902 -0.6062753  -0.83347434 ... -0.30116907  0.95318174
   0.3215978 ]]","[[ 0.19442889 -0.46158648  0.5829351  ...  0.00198711  0.43784848
   0.32385352]
 [ 0.5189158  -0.09059152  0.31688097 ... -0.11054893  0.35661596
  -0.24214026]
 [ 0.49345067 -0.42200777 -0.02937018 ... -0.13071637 -0.0607437
   0.3612542 ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",32
96,1511,Epirubicin,"Ellence, Farmorubicin, IMI-28",DNA replication,Anthracycline,41867,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,168,41867,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,"[[ 0.24362348 -0.0454755  -0.05661604 ...  0.116932    0.09624206
   0.04766511]
 [-0.09779829 -0.23255168 -0.26707247 ... -0.03288528 -0.19632639
   0.09537319]
 [ 0.21518493 -0.537916   -0.10370784 ... -0.03858554 -0.343089
  -0.14146234]
 ...
 [-0.17020263  0.24139918  0.5786747  ...  0.08394008  0.27556235
   0.21725802]
 [ 0.47960868 -0.00347597 -0.18536068 ...  0.15446357  0.3097476
   0.4426398 ]
 [ 0.5620745  -0.18194011 -0.36757088 ... -0.40494835 -0.42591318
  -0.0552933 ]]","[[ 0.24362348 -0.0454755  -0.05661604 ...  0.116932    0.09624206
   0.04766511]
 [-0.09779829 -0.23255168 -0.26707247 ... -0.03288528 -0.19632639
   0.09537319]
 [ 0.21518493 -0.537916   -0.10370784 ... -0.03858554 -0.343089
  -0.14146234]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",39
97,1512,Cyclophosphamide,"Cytoxan, Neosar, Cyclophosphamid, Procytox, Cyclophosphane",DNA replication,Alkylating agent,2907,O=P1(N(CCCl)CCCl)NCCCO1,C1CNP(=O)(OC1)N(CCCl)CCCl,141,2907,O=P1(N(CCCl)CCCl)NCCCO1,C1CNP(=O)(OC1)N(CCCl)CCCl,"[[-0.24778739  0.14314066  0.43994996 ... -0.44693998 -0.4028454
  -0.11747253]
 [-0.03998932  0.05903482  0.5320629  ... -0.05976959 -0.5845611
   0.15403278]
 [ 0.4412857  -0.62182164  0.03459625 ... -0.3650391  -0.27128235
   0.2444678 ]
 ...
 [-0.16065958  0.15410979 -0.5194861  ... -0.30131435  0.23649043
  -0.13981582]
 [-0.22394024  0.12090154 -0.62353396 ... -0.04494788  0.12043071
  -0.20591468]
 [ 0.22639547  0.05129178  0.0270435  ... -0.48734805 -0.45049018
   0.03641452]]","[[-0.24778739  0.14314066  0.43994996 ... -0.44693998 -0.4028454
  -0.11747253]
 [-0.03998932  0.05903482  0.5320629  ... -0.05976959 -0.5845611
   0.15403278]
 [ 0.4412857  -0.62182164  0.03459625 ... -0.3650391  -0.27128235
   0.2444678 ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",14
98,1529,Pevonedistat,"MLN4924, MLN 4924, MLN-4924",Other,NAE,16720766,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,C1CC2=CC=CC=C2[C@H]1NC3=C4C=CN(C4=NC=N3)[C@@H]5C[C@H]([C@H](C5)O)COS(=O)(=O)N,120,16720766,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,C1CC2=CC=CC=C2[C@H]1NC3=C4C=CN(C4=NC=N3)[C@@H]5C[C@H]([C@H](C5)O)COS(=O)(=O)N,"[[ 0.62446535 -0.4035246  -0.89088583 ...  0.08358646  0.31637496
   0.37154666]
 [ 0.21817921 -0.3984408  -0.20355842 ... -0.21286985 -0.5946402
   0.40568063]
 [-0.02334781 -0.3502042   0.20537972 ... -0.5843395  -0.7695866
   0.3614651 ]
 ...
 [-0.32579148 -0.19506572 -0.9872733  ... -0.03240603  0.5438684
   0.12244646]
 [-0.1307753   0.29969844  0.38438934 ... -0.1415897   0.24609187
   0.22810033]
 [ 0.08684557 -0.0958048  -0.6973178  ... -0.9189383  -0.21764202
   0.67151994]]","[[ 0.62446535 -0.4035246  -0.89088583 ...  0.08358646  0.31637496
   0.37154666]
 [ 0.21817921 -0.3984408  -0.20355842 ... -0.21286985 -0.5946402
   0.40568063]
 [-0.02334781 -0.3502042   0.20537972 ... -0.5843395  -0.7695866
   0.3614651 ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",31
99,1549,Sapitinib,AZD8931,EGFR signaling,"EGFR, ERBB2, ERBB3",11488320,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,CNC(=O)CN1CCC(CC1)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC,54,11488320,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,CNC(=O)CN1CCC(CC1)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC,"[[ 0.19286327 -0.19009884  0.48712435 ... -0.25826198 -0.19435471
   0.51205987]
 [-0.04977468  0.20391285 -0.815459   ... -0.4579051  -0.12903512
  -0.22299433]
 [-0.42832953  0.1568772   0.10411584 ... -0.30024073 -0.52387244
   0.24713589]
 ...
 [ 0.2665189  -0.46509615  0.45180097 ... -0.27234957 -0.22995469
   0.27666375]
 [-0.20604591  0.24942608 -0.99883026 ... -0.50056994 -0.23484157
   0.24737515]
 [-0.1409059  -0.09729028 -0.926687   ... -0.16753884 -0.09012111
   0.11717804]]","[[ 0.19286327 -0.19009884  0.48712435 ... -0.25826198 -0.19435471
   0.51205987]
 [-0.04977468  0.20391285 -0.815459   ... -0.4579051  -0.12903512
  -0.22299433]
 [-0.42832953  0.1568772   0.10411584 ... -0.30024073 -0.52387244
   0.24713589]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",33
100,1553,Uprosertib,"GSK2141795, GSK2141795C, GSK-2141795",PI3K/MTOR signaling,"AKT1, AKT2, AKT3",51042438,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)N[C@@H](CC3=CC(=C(C=C3)F)F)CN)Cl,169,51042438,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)N[C@@H](CC3=CC(=C(C=C3)F)F)CN)Cl,"[[ 0.25542423  0.20227957  0.0872196  ...  0.20082831  0.5264321
   0.3652114 ]
 [ 0.23241079 -0.1483362   0.12230908 ...  0.4663698   0.2144973
   0.381385  ]
 [ 0.2946253   0.3286318  -0.4008546  ...  0.13167165  0.07578636
   0.73700434]
 ...
 [-0.01267929  0.33649012  0.01798264 ... -0.03113317  0.08985089
   0.7420981 ]
 [-0.16352674 -0.10564321  0.6051028  ... -0.00450879 -0.03709952
   0.6125922 ]
 [ 0.14364085 -0.43752986  0.30194417 ... -0.24928783 -0.536512
   0.05477219]]","[[ 0.25542423  0.20227957  0.0872196  ...  0.20082831  0.5264321
   0.3652114 ]
 [ 0.23241079 -0.1483362   0.12230908 ...  0.4663698   0.2144973
   0.381385  ]
 [ 0.2946253   0.3286318  -0.4008546  ...  0.13167165  0.07578636
   0.73700434]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",28
101,1557,LCL161,-,Apoptosis regulation,"XIAP, IAP1, IAP2",24737642,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1,C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C3=NC(=CS3)C(=O)C4=CC=C(C=C4)F)NC,36,24737642,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1,C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C3=NC(=CS3)C(=O)C4=CC=C(C=C4)F)NC,"[[ 0.16779429  0.02112819  0.7033297  ... -0.19145104  0.10934073
   0.288119  ]
 [ 0.1452007  -0.28251848 -0.20293948 ... -0.43120965 -0.02797541
   0.40021977]
 [-0.2815473   0.14083159  0.70058316 ... -0.5553727   0.34082687
   0.51879644]
 ...
 [-0.11452102  0.29183146 -0.625763   ... -0.528483    0.15945812
   0.03544085]
 [-0.06828476  0.2880022  -0.596079   ... -0.3653879   0.08044578
   0.13839236]
 [ 0.01376059  0.11848745 -0.7496836  ... -0.34821004  0.1296566
   0.1007372 ]]","[[ 0.16779429  0.02112819  0.7033297  ... -0.19145104  0.10934073
   0.288119  ]
 [ 0.1452007  -0.28251848 -0.20293948 ... -0.43120965 -0.02797541
   0.40021977]
 [-0.2815473   0.14083159  0.70058316 ... -0.5553727   0.34082687
   0.51879644]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",35
102,1558,Lapatinib,"Tykerb, Tyverb",EGFR signaling,"EGFR, ERBB2",208908,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,142,208908,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,"[[ 0.26227042 -0.18067952  0.27363414 ...  0.25175685  0.01884512
   0.87572604]
 [ 0.53407556 -0.26871154 -0.05562124 ... -0.03728127 -0.7998488
   0.7476087 ]
 [ 0.13047257 -0.07560827  0.09022458 ... -0.30171868 -0.69700235
   0.573316  ]
 ...
 [ 0.46862805 -0.27428567 -0.34363735 ...  0.15385212  0.20093684
   1.1669788 ]
 [ 0.45346838  0.32246572 -0.30571654 ... -0.23215398  0.14289959
   0.6009021 ]
 [ 0.43190533  0.07579929 -0.45615914 ... -0.17296894 -0.24347308
   0.7788044 ]]","[[ 0.26227042 -0.18067952  0.27363414 ...  0.25175685  0.01884512
   0.87572604]
 [ 0.53407556 -0.26871154 -0.05562124 ... -0.03728127 -0.7998488
   0.7476087 ]
 [ 0.13047257 -0.07560827  0.09022458 ... -0.30171868 -0.69700235
   0.573316  ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",40
103,1559,Luminespib,"AUY922, VER-52296,NVP-AUY922,  AUY",Protein stability and degradation,HSP90,10096043,CCNC(=O)C1=C(c2ccc(CN3CCOCC3)cc2)/C(=C2\C=C(C(C)C)C(O)=CC2=O)ON1,CCNC(=O)C1=C(/C(=C/2\C=C(C(=CC2=O)O)C(C)C)/ON1)C3=CC=C(C=C3)CN4CCOCC4,12,10096043,CCNC(=O)C1=C(c2ccc(CN3CCOCC3)cc2)/C(=C2\C=C(C(C)C)C(O)=CC2=O)ON1,CCNC(=O)C1=C(/C(=C/2\C=C(C(=CC2=O)O)C(C)C)/ON1)C3=CC=C(C=C3)CN4CCOCC4,"[[-0.03836804 -0.23735753  0.3790678  ...  0.1990193   0.0170933
   0.76699066]
 [-0.13300763  0.13727914 -1.1414745  ...  0.1617719   0.3118896
   0.5138356 ]
 [-0.01694029  0.29214558 -0.6038465  ... -0.56691706  0.2621268
   0.00649159]
 ...
 [-0.1816497   0.3610458   0.22718862 ... -0.49950194 -0.45199415
   0.39577955]
 [ 0.30997178  0.85263413 -0.39006186 ... -0.29039863 -0.06634366
   0.38945815]
 [ 0.21430694  0.92636144 -0.7541963  ... -0.02385726  0.01439719
  -0.00969226]]","[[-0.03836804 -0.23735753  0.3790678  ...  0.1990193   0.0170933
   0.76699066]
 [-0.13300763  0.13727914 -1.1414745  ...  0.1617719   0.3118896
   0.5138356 ]
 [-0.01694029  0.29214558 -0.6038465  ... -0.56691706  0.2621268
   0.00649159]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",34
104,1560,Alpelisib,"BYL719, BYL-719, NVP-BYL719",PI3K/MTOR signaling,PI3Kalpha,56649450,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,93,56649450,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,"[[ 0.25374204 -0.85810494  0.28070885 ...  0.21270035  0.05020446
   1.0978763 ]
 [ 0.0897967  -0.7314522   0.35625428 ... -0.0573959  -0.6809263
   0.7676998 ]
 [ 0.09646519 -0.09678599 -0.29897225 ... -0.2664365  -0.06046459
   0.6231591 ]
 ...
 [ 0.7823177  -0.56780094 -0.23615979 ... -0.38922948 -0.8692134
   0.32732356]
 [ 0.83035785 -0.53478533 -0.3350143  ... -0.43699527 -0.9493664
   0.35650894]
 [ 0.11634876  0.03621994  0.08614251 ... -0.37156442 -0.26951712
   0.56019634]]","[[ 0.25374204 -0.85810494  0.28070885 ...  0.21270035  0.05020446
   1.0978763 ]
 [ 0.0897967  -0.7314522   0.35625428 ... -0.0573959  -0.6809263
   0.7676998 ]
 [ 0.09646519 -0.09678599 -0.29897225 ... -0.2664365  -0.06046459
   0.6231591 ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",30
105,1561,Taselisib,"GDC-0032, GDC0032, RG7604",PI3K/MTOR signaling,PI3K (beta sparing),51001932,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C,55,51001932,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C,"[[ 0.23670101 -0.77065754  0.34313557 ...  0.09352428 -0.07955547
   0.71854395]
 [-0.09020729 -0.33443716  0.62726206 ... -0.0817654  -0.20921898
   0.6638704 ]
 [-0.03120661  0.01724765 -0.15213099 ... -0.49936596 -0.19204813
   0.6262858 ]
 ...
 [ 0.24322738 -0.8797265   0.21317293 ... -0.00323318 -0.00713201
   0.74005616]
 [ 0.23261367 -0.87733203  0.22372462 ...  0.00427655 -0.03923368
   0.78430533]
 [ 0.30713695  0.08629893 -0.43108127 ... -0.36414036 -0.17034297
   0.6707548 ]]","[[ 0.23670101 -0.77065754  0.34313557 ...  0.09352428 -0.07955547
   0.71854395]
 [-0.09020729 -0.33443716  0.62726206 ... -0.0817654  -0.20921898
   0.6638704 ]
 [-0.03120661  0.01724765 -0.15213099 ... -0.49936596 -0.19204813
   0.6262858 ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",34
